id,scientificName,commonName,classification,etymology,environment,depthRange,usualRange,distributionRangeName,distributionRangeCoordinates,distributionDescription,sizeRange,maxLength,commonLength,maxWeight,maxAge,biologyInfo,lifeAndMateInfo,redListStatus,dorsalSpines,dorsalSoftRays,analSpines,analSoftRays,vertebrae,shortDescription,threatToHumans,preferredTemperatureMin,preferredTemperatureMean,preferredTemperatureMax,cellsBasedOn,phylogeneticDiversity,bayesianLengthWeightA,bayesianLengthWeightB,resilience,priorR,vulnerability,priceCategory,source
17,Acipenser nudiventris,Fringebarbel sturgeon,Actinopterygii (ray-finned fishes) >  Acipenseriformes  (Sturgeons and paddlefishes) >  Acipenseridae  (Sturgeons) > Acipenserinae,"Acipenser: Latin, acipenser = sturgeon, 1853 .","Marine, freshwater, brackish, demersal, anadromous ",30--60,,Temperate,"57N--  36N, 14E--  53E","Europe:  Black, Azov, Caspian and Aral Sea, ascending some rivers (Danube up to Bratislava, Volga up to Kazan, Ural up to Chkalov), unknown or very rare in others.   On the verge of extinction in its natural range.  Extirpated in Aral basin; nearly extirpated in Black Sea basin; only occasional records from Danube and lower Volga; only a very small population remaining in Rivers Ural (Russia, Kazakhstan) and Rioni (Georgia); no natural spawning population in Iran; established in Lake Balkhash where it forms a large population .  Artificially propagated .  International trade restricted ( II, since 1.4.98;  Appendix II).",?--?,211,132,80,,"Adults occur in the sea close to shores and estuaries and in deep stretches of large rivers over muddy substrate. Are usually solitary.  Juveniles live in shallow riverine habitats. Feed on mollusks, amphipods and chironomid larvae.  Spawning takes place in strong-current habitats in main course of large and deep rivers on stone or gravel bottom from end of April to June (end of May in Rioni River, Black Sea).","Most juveniles move to sea in their first summer and remain there until they reach maturity. Others remain for a longer period. In autumn, individuals migrate to the rivers and remain there until the following spring to spawn. Females reproduce every 2-3 and males every 1-2 years.",Extinct (EX) ; Date assessed:  01 August 1996,0,45--57,,23--37,," Snout moderately long and pointed at tip  Lower lip continuous, not interrupted at centre  Barbels halfway between tip of snout and mouth, reaching the latter  Five rows of scutes, dorsal 11-17, lateral 49-70, but usually 55-56 on each side, ventral 10-16, with no smaller plates between dorsal and ventral rows  Color of back grey, flanks lighter, belly white.",Harmless,7.7,10.4,11.1,9,0.5,0.00589,3.18,"Low, minimum population doubling time 4.5 - 14 years (K=0.04-0.12; tmax=30; Fec=165,000).",,Very high vulnerability (85 of 100) .,Unknown,de
18,Acipenser stellatus Pallas  1771,Starry sturgeon,Actinopterygii (ray-finned fishes) >  Acipenseriformes  (Sturgeons and paddlefishes) >  Acipenseridae  (Sturgeons) > Acipenserinae,"Acipenser: Latin, acipenser = sturgeon, 1853 .More on author: Pallas.","Marine, freshwater, brackish, demersal, anadromous ",10--100,,Temperate,"61N--  36N, 22E--  54E","Eurasia:  Caspian, Black, Azov and Aegean Seas, ascending rivers to spawn.  Occurrence in Albania needs confirmation.  Introduced in Aral Sea.  Artificially propagated .  Probably extirpated from Aegean Sea and related river basins .  Appendix III of the Bern Convention (protected fauna).",120--?,250,125,80,27,"At the sea, it occurs in coastal and estuarine zones and forages on the bottom mostly on clayey sand and intensively in the middle and upper water layers (Ref.   59043 ).  Found mainly near shore over sand and mud, stays at the bottom during the day and rises to the surface to feed at night.  Feeds mainly on fish, also mollusks, crustaceans and worms.  Spawns in strong-current habitats in main course of large and deep rivers, on stone or gravel bottom.  Spawning also takes place on flooded river banks and if gravel bottom is not available, on sand or sandy clay.  Juveniles stay in shallow riverine habitats during first summer.  One of the three most important species for caviar; also utilized fresh and frozen; eaten pan-fried, broiled and baked.  Overfishing at the sea for meat and caviar will soon cause extinction of the natural populations and their survival can only depend on stocking.",,Critically Endangered (CR) (A2cde); Date assessed:  24 October 2009,0,40--46,,24--29,," Snout long, pointed at tip  Lower lip not continuous, interrupted at center  Barbels short not reaching mouth but nearer to it than to tip of snout  Five rows of scutes, dorsal 11-14, lateral 30-36 on each side, ventral 10-11 on each side, with small bony stellate plates and smaller grains between main scute rows  Back dark grey to almost black, flanks lighter, belly white.",Harmless,7.6,13.1,15.9,66,0.5,0.00575,3.03,"Low, minimum population doubling time 4.5 - 14 years (K=0.06; tm=9; tmax=27; Fec=20,000-360,000).",,High vulnerability (64 of 100) .,Unknown,de
19,Acipenser sturio Linnaeus  1758,Sturgeon,Actinopterygii (ray-finned fishes) >  Acipenseriformes  (Sturgeons and paddlefishes) >  Acipenseridae  (Sturgeons) > Acipenserinae,"Acipenser: Latin, acipenser = sturgeon, 1853 .More on author: Linnaeus.","Marine, freshwater, brackish, demersal, anadromous ",4--93,5--60,Temperate,"71N--  34N, 25W--  42E","Eastern Atlantic: the only remaining spawning population occurs in the Garonne drainage in France (Ref. , ). Used to range from Norway to the Bay of Biscay, including the North Sea, European coasts of Atlantic, northern Mediterranean eastward to Rhodos, western and southern Black Sea; occasionally recorded from the White Sea, Iceland, Morocco and Algeria. Anadromous, in most large rivers, but not recorded from Danube upriver of delta. Recent DNA studies using museum specimens revealed that this species co-exists with  from the Adriatic Sea to the Iberian Peninsula . Several DNA sequence differences were found between individuals of the species from the Gironde River population and from the North and Baltic Seas showing that different populations of  are genetically divergent . Appendix II of the Bern Convention (2002). Appendix I and II of the Bonn Convention (2009). Annex II and IV of the EC Habitats Directive (2007). International trade banned ( I, since 29.7.83;  Appendix II).",165--?,600,125,400,100,"Amphihaline and anadromous fish , frequenting littoral zones . A long-lived and slow-growing species. It lives the major part of his life in sea but enters rivers for reproduction . Found on various substrates, from sand to rocks. At the sea, it occurs in coastal and estuarine zones. In freshwaters, it inhabits estuaries and large rivers. Juveniles found both in estuaries and in the sea, they slowly adapt to saltwater and usually spend around 2-3 years in river estuaries before moving to the sea, some may migrate to the sea during their first summer. Usually solitary. Feeds on crustaceans, mollusks, polychaete worms and small fish. Today most males only reach 100-150 cm length, females 130-215 cm . Utilized fresh and frozen, and also for caviar; eaten steamed, pan-fried, broiled, boiled, microwaved and baked. A threatened species, mainly due to bycatch, poaching, habitat degradation (spawning grounds, nursery areas) and physical obstacles to migration.","Anadromous species, with adults migrating to the middle reaches of large rivers mainly in spring and early summer. Spawning occurs between March and August, when water temperature rises above 20 C at depths of 2-10 m over stony bottoms in areas with strong current (1.5-2.0 m/s) .Mature individuals do not feed during spawning migration. Number of spawned eggs increases with age. After spawning adults return to the sea. The development of the sticky dark grey eggs (2.6-3.0 mm diameter) takes about one week at 17C . It is suggested that males spawn every 2 years, females every 3-4 years. Upstream spawning migrations appear to be positively correlated with water levels in rivers and distances of 1,000 kilometres or more may be covered when water levels are high. Sturgeons in general have a high capacity for hybridization and most species are able to cross-breed . This species has been reported to cross-breed (albeit rarely) with the Danube sturgeon ( Acipenser gueldenstaedti ).","Critically Endangered (CR) (A2cde; B2ab(ii,iii,v)); Date assessed:  24 October 2009",0,30--44,0,23--30,," Body elongated, pentagonal section  Snout moderate with tip narrow and pointed, mouth inferior Lower lip not continuous, interrupted at center  Four barbels halfway between snout tip and mouth but not reaching the latter (Ref  3397 , Ref  51442 )  No scales, but 5 rows of scutes on the body:  dorsal 9-16, lateral 24-39 on each side, ventral 9-14 on each side, with dense cross-lines of smaller rhombic plates between the dorsal and lateral rows (Ref  2196 , Ref  3397 , Ref  40476 , Ref  51442 )  Dorsal side greenish-brown to blackish with golden tints, flanks light with silvery tints, belly white.",Harmless,7.3,11,18.8,738,0.5,0.00282,3.12,"Very Low, minimum population doubling time more than 14 years (tm=7-20; tmax=100).",,Very high vulnerability (88 of 100) .,Unknown,de
20,Acryptolaria conferta,,Hydrozoa > Leptothecata > Lafoeidae,,Benthic,25--2395,,Subtropical,,"Atlantic, Pacific Oceans and the Mediterranean.  Subtropical to temperate.",?--?,,,,,"Maximum depth from Ref. 116013. Known from deeper coastal substrates from depths 25m  to 600 m , at offshore fore-reef slope and upper slope (> 100m), tops of Challenger and Argus seamounts . Can attach to deep sea corals and pebbles . Reproduction occurs only in hydroid stage ","Reproduction occurs only in hydroid stage (Ref. 1663, p. 22)",Not Evaluated,,,,,,,,4.9,8.1,18.2,987,,,,,,,Unknown,ca
21,Actinauge richardi,,Anthozoa > Actiniaria > Hormathiidae,,,,,,,Northeast Atlantic and the Mediterranean:  North and Celtic seas.,?--?,,,,,"This is an attached species .  Epibenthic  from circalittoral and bathyal zones .  Solitary . Members of the class Anthozoa are either gonochoric or hermaphroditic.  Mature gametes are shed into the coelenteron and spawned through the mouth.  Life cycle:  The zygote develops into a planktonic planula larva.  Metamorphosis begins with early morphogenesis of tentacles, septa and pharynx before larval settlement on the aboral end .","Members of the class Anthozoa are either gonochoric or hermaphroditic.  Mature gametes are shed into the coelenteron and spawned through the mouth.  Life cycle:  The zygote develops into a planktonic planula larva.  Metamorphosis begins with early morphogenesis of tentacles, septa and pharynx before larval settlement on the aboral end.",Not Evaluated,,,,,,,,6.7,8.5,12.9,253,,,,,,,Unknown,ca
22,Actinia equina,beadlet anemone,Anthozoa > Actiniaria > Actiniidae,,Benthic,0--1600,,Subtropical,,Cosmopolitan.,?--?,8,,,,"Approximately 6 to 8 cm in height and less than 10 cm in diameter in extension . Occurs at the water line, especially in sheltered places such as the inside of harbor walls (green .Actinia), red .Actinia can occasionally be encountered in the intertidal zone of Azores ;  Common run on the rocks, of surface to a few meters of depth .  Also found in infralittoral zones .  Solitary . Members of the class Anthozoa are either gonochoric or hermaphroditic.  Mature gametes are shed into the coelenteron and spawned through the mouth.  Life cycle:  The zygote develops into a planktonic planula larva.  Metamorphosis begins with early morphogenesis of tentacles, septa and pharynx before larval settlement on the aboral end .","Members of the class Anthozoa are either gonochoric or hermaphroditic.  Mature gametes are shed into the coelenteron and spawned through the mouth.  Life cycle:  The zygote develops into a planktonic planula larva.  Metamorphosis begins with early morphogenesis of tentacles, septa and pharynx before larval settlement on the aboral end.",Not Evaluated,,,,,,,,0.6,7.8,14.2,456,,,,,,Low vulnerability (10 of 100),Unknown,ca
23,Adamsia palliata,cloak anemone,Anthozoa > Actiniaria > Hormathiidae,,,,,,,Atlantic and the Mediterranean:  North Sea.,?--?,,,,,"Known from infra- and circalittoral as well as bathyal zones , in fine sand to silt sediment .  Sessile .  Solitary . Members of the class Anthozoa are either gonochoric or hermaphroditic.  Mature gametes are shed into the coelenteron and spawned through the mouth.  Life cycle:  The zygote develops into a planktonic planula larva.  Metamorphosis begins with early morphogenesis of tentacles, septa and pharynx before larval settlement on the aboral end .","Members of the class Anthozoa are either gonochoric or hermaphroditic.  Mature gametes are shed into the coelenteron and spawned through the mouth.  Life cycle:  The zygote develops into a planktonic planula larva.  Metamorphosis begins with early morphogenesis of tentacles, septa and pharynx before larval settlement on the aboral end.",Not Evaluated,,,,,,,,7,10.2,17.2,468,,,,,,,Unknown,ca
24,Aega deshaysiana,,Malacostraca > Isopoda > Aegidae,,Host,40--6462,,Subtropical,,Eastern Atlantic and the Mediterranean.,?--?,2.5,2.2,,,"Members of the order Isopoda are mostly gonochoric.  Mating behavior:  Mating usually occurs before and sometimes during the parturial molt.  Sperm transfer is indirect.  Life cycle:  Eggs are brooded in the marsupium, which later hatch into manca postlarva before developing into adults .","Members of the order Isopoda are mostly gonochoric.  Mating behavior:  Mating usually occurs before and sometimes during the parturial molt.  Sperm transfer is indirect.  Life cycle:  Eggs are brooded in the marsupium, which later hatch into manca postlarva before developing into adults.",Not Evaluated,,,,,,,,3.2,4.8,13.6,452,,,,,,Low vulnerability (10 of 100),Unknown,ca
25,Aegaeon lacazei,hardshell shrimp,Malacostraca > Decapoda > Crangonidae,,Benthic,50--758,200--400,Tropical,,"Eastern Atlantic, Mediterranean and Indo-Pacific:  Morocco to Hawaii.",?--?,5.5,,,,Minimum depth from Ref. 417.  Members of the order Decapoda are mostly gonochoric.  Mating behavior:  Precopulatory courtship ritual is common (through olfactory and tactile cues); usually indirect sperm transfer .,Members of the order Decapoda are mostly gonochoric.  Mating behavior:  Precopulatory courtship ritual is common (through olfactory and tactile cues); usually indirect sperm transfer.,Not Evaluated,,,,,,,,8.2,12.3,18.6,767,,,,,,Low vulnerability (10 of 100),Very high,ca
26,Aequipecten opercularis,queen scallop,Bivalvia > Ostreoida > Pectinidae,,Benthic,0--400,15--50,"Temperate, preferred 12C ","68N--  15N, 32W--  36E",Eastern Atlantic and the Mediterranean Sea. Temperate to polar.,?--?,11,,,8,"Max depth range from Ref. 113966. Suspension feeder .  Found on sand, mud, gravel; also associated with maerl beds and mussel beds . Members of the class Bivalvia are mostly gonochoric, some are protandric hermaphrodites.  Life cycle:  Embryos develop into free-swimming trocophore larvae, succeeded by the bivalve veliger, resembling a miniature clam .","Members of the class Bivalvia are mostly gonochoric, some are protandric hermaphrodites.  Life cycle:  Embryos develop into free-swimming trocophore larvae, succeeded by the bivalve veliger, resembling a miniature clam.",Not Evaluated,,,,,,,,7,10.1,15.9,520,,,,,,Low vulnerability (22 of 100),Very high,ca
27,Aetea sica,,Gymnolaemata > Cheilostomata > Aeteidae,,Sessile,9--52,,Temperate,,Western Atlantic and Mediterranean Sea.  Subtropical.,?--?,,,,,"Depth range from Isles of Scilly record ; to be replaced with a better reference. Epibenthic, encrusting .  Found on Laminaria holdfasts, Crisia, Cellaria, Amathia, gravel and rocks .  This is a suspension feeder . Members of the phylum Bryozoa are hermaphroditic.  Both fertilization and egg brooding may either be internal or external .",Members of the phylum Bryozoa are hermaphroditic.  Both fertilization and egg brooding may either be internal or external.,Not Evaluated,,,,,,,,9,11.8,16.7,236,,,,,,,Unknown,ca
28,Aetea truncata,,Gymnolaemata > Cheilostomata > Aeteidae,,Benthic,0--55,,Temperate,,"Eastern Central Pacific, Atlantic Ocean and the Mediterranean Sea.  Subtropical.",?--?,,,,,"Epibenthic, encrusting .  Suspension feeder . Members of the phylum Bryozoa are hermaphroditic.  Both fertilization and egg brooding may either be internal or external .",Members of the phylum Bryozoa are hermaphroditic.  Both fertilization and egg brooding may either be internal or external.,Not Evaluated,,,,,,,,8.9,15.9,25,704,,,,,,,Unknown,ca
29,Aetomylaeus bovinus,Bull ray,Elasmobranchii (sharks and rays) >  Myliobatiformes  (Stingrays) >  Myliobatidae  (Eagle and manta rays) > Myliobatinae,"Aetomylaeus: Greek, aetos = eagle + Greek, mylio = mill, grinder .","Marine, brackish, benthopelagic",10--150,,Subtropical,"44N--  35S, 19W--  36E","Eastern Atlantic:  Portugal and Morocco to Angola, including the Mediterranean, Madeira and the Canary Islands; then from Saldanha Bay to Natal (South Africa) and southern Mozambique .",35-- 148,222,150,116,,"Found in coastal tropical and warm temperate waters, occasionally offshore.  Sometimes found in small groups.  Feed on bottom-living crustaceans and mollusks.  Ovoviviparous, aplacental.  Prized angling fish, often released.  Flesh highly esteemed.","Exhibit ovoviparity (aplacental viviparity), with embryos feeding initially on yolk, then receiving additional nourishment from the mother by indirect absorption of uterine fluid enriched with mucus, fat or protein through specialised structures.  Gestation about 6 months; 3-7 young produced. Size at birth 45 cm WD.",Data deficient (DD) ; Date assessed:  02 February 2006,,,,,,"Long, flat, rounded snout like a duck's bill; head thick and pectoral disc with sharply curved, angular corners; upper or lower jaw; usually with 7 rows of flat teeth  Light brown with several pale blue-grey stripes (may be absent) dorsally, white ventrally.",Harmless,13.7,17.2,24.5,196,0.5078,,,"Very Low, minimum population doubling time more than 14 years (Fec=3).",,Moderate to high vulnerability (54 of 100) .,Medium,de
30,Aidablennius sphynx,,Actinopterygii (ray-finned fishes) >  Perciformes  (Perch-likes) >  Blenniidae  (Combtooth blennies) > Salariinae,"Aidablennius: The name could have been after Aida, the title of Verdi's opera which takes place in Egypt (country of the sphinx) (C. Belfiore, pers. comm. 06/18)..",,,,,,Eastern Atlantic:  Morocco.  Also known from the Mediterranean and Black Sea.,?--?,8,,,,"Found in very shallow, rocky, littoral zone, exposed to sunlight and surf; on horizontal, algae-covered terraces.  Feed on benthic invertebrates and algae.  Oviparous.  Eggs are demersal and adhesive, and are attached to the substrate via a filamentous, adhesive pad or pedestal.  Males guard eggs in burrows.  Larvae are planktonic, often found in shallow, coastal waters.","Oviparous, distinct pairing.  Males guard eggs in burrows.",Least Concern (LC) ; Date assessed:  22 March 2011,,,,,,,Harmless,17,18.8,19.9,359,1,0.00676,2.99,"High, minimum population doubling time less than 15 months (Preliminary K or Fecundity.).",,Low vulnerability (15 of 100) .,,de
31,Aiptasia mutabilis,trumpet anemone,Anthozoa > Actiniaria > Aiptasiidae,,Benthic,0--50,,Subtropical,,"Atlantic and the Mediterranean:  Azores Islands, Ireland to the Canary Islands.",,,,,,"Found on various rock funds, inside excavations and of cracks .  Known from infralittoral zones .  Solitary . Members of the class Anthozoa are either gonochoric or hermaphroditic.  Mature gametes are shed into the coelenteron and spawned through the mouth.  Life cycle:  The zygote develops into a planktonic planula larva.  Metamorphosis begins with early morphogenesis of tentacles, septa and pharynx before larval settlement on the aboral end .","Members of the class Anthozoa are either gonochoric or hermaphroditic.  Mature gametes are shed into the coelenteron and spawned through the mouth.  Life cycle:  The zygote develops into a planktonic planula larva.  Metamorphosis begins with early morphogenesis of tentacles, septa and pharynx before larval settlement on the aboral end.",Not Evaluated,,,,,,"Diameter of the foot:  25 cm  Oral disc, tentacles not included/understood:  6 cm; cuts vertical, 20 cm  136 tentacles:  are laid out in 6 crowns around the siphonoglyphe; each one of them can measure up to 6 cm length  Coloring is fluctuating, rear related to the density of symbiotic algae, zooxanthella the, present ones within fabrics  The tentacles more or less transparent; and are avoided reasons in band or reticules, of white color to green, absent at ecotype I (Ref 358).",,10.2,15.3,20.5,226,,,,,,,Unknown,ca
32,Alcyonium coralloides,,Anthozoa > Alcyonacea > Alcyoniidae,,,,,,,Atlantic and the Mediterranean.,?--?,,,,,"Known from infra- and circalittoral zones . Members of the class Anthozoa are either gonochoric or hermaphroditic.  Mature gametes are shed into the coelenteron and spawned through the mouth.  Life cycle:  The zygote develops into a planktonic planula larva.  Metamorphosis begins with early morphogenesis of tentacles, septa and pharynx before larval settlement on the aboral end .","Members of the class Anthozoa are either gonochoric or hermaphroditic.  Mature gametes are shed into the coelenteron and spawned through the mouth.  Life cycle:  The zygote develops into a planktonic planula larva.  Metamorphosis begins with early morphogenesis of tentacles, septa and pharynx before larval settlement on the aboral end.",Not Evaluated,,,,,,,Harmless,13.8,14.8,16.8,32,,,,,,,,ca
33,Alcyonium palmatum,,Anthozoa > Alcyonacea > Alcyoniidae,,,,,,,Atlantic and the Mediterranean.,?--?,,,,,"Known from infra- and circalittoral zones . Members of the class Anthozoa are either gonochoric or hermaphroditic.  Mature gametes are shed into the coelenteron and spawned through the mouth.  Life cycle:  The zygote develops into a planktonic planula larva.  Metamorphosis begins with early morphogenesis of tentacles, septa and pharynx before larval settlement on the aboral end .","Members of the class Anthozoa are either gonochoric or hermaphroditic.  Mature gametes are shed into the coelenteron and spawned through the mouth.  Life cycle:  The zygote develops into a planktonic planula larva.  Metamorphosis begins with early morphogenesis of tentacles, septa and pharynx before larval settlement on the aboral end.",Not Evaluated,,,,,,,,13.9,15.1,17.2,67,,,,,,,Unknown,ca
34,Alectis alexandrina,Alexandria pompano,Actinopterygii (ray-finned fishes) >  Perciformes  (Perch-likes) >  Carangidae  (Jacks and pompanos) > Caranginae,Alectis: One of three Erinyes in the Greek mythology; daughter of Acheronte with a terrible rage.,"Marine, pelagic-neritic",?--70,,Subtropical,"42N--  13S, 19W--  36E","Eastern Atlantic:  off Morocco to Angola (Ref. , ), including southern parts of the Mediterranean .",?--?,100,60,3.2,,"Adults solitary in coastal water near the bottom to at least 50 m and strong swimmers .  Juveniles usually pelagic and drifting, sometimes occurring in brackish water .  Feed on squid and other fishes.  Eggs are pelagic.",,Least Concern (LC) ; Date assessed:  09 May 2013,8,20--22,3,18--20,," Diagnosis: body deep and strongly compressed, becoming elongate with growth (body depth comprised from 13 to 18 times in fork length); dorsal profile abrupt; mouth large, upper jaw ending below posterior half of eye; dorsal fin with 7 spines, becoming resorbed and indistinct at about 150 mm fork length, followed by 1 spine and 20-22 soft rays; anal fin with 2 spines, becoming resorbed and indistinct at very small sizes, followed by 1 spine and 18-20 soft rays; 1st dorsal- and anal-fin rays extremely long and filamentous in young individuals, becoming shorter in adults; pectoral fins falcate, longer than head; pelvic fins elongate in young individuals; scales very small and cycloid, hardly visible, absent on some parts of head and body; straight part of lateral line with 4-20 scutes; base of caudal fin with bilateral paired keelsColoration: silvery, with a faint metallic-blue tint on upper third of body and head; juveniles with 5 dark crossbars on sides.",Harmless,18.6,24.4,27.9,150,0.625,0.02239,2.84,"Medium, minimum population doubling time 1.4 - 4.4 years (Assuming tm=3-4).",,Moderate to high vulnerability (52 of 100) .,High,de
35,Alepisaurus ferox Lowe  1833,Long snouted lancetfish,Actinopterygii (ray-finned fishes) >  Aulopiformes  (Grinners) >  Alepisauridae  (Lancetfishes),"Alepisaurus: Greek, alepis, -idos = without scales + Greek, sauros = lizard ;ferox: The specific name is derived from ferox, meaning ferocious .More on author: Lowe.","Marine, bathypelagic, oceanodromous ",0--1830,,Deep-water,"81N--  56S, 180W--  180E","Circumglobal: Western Pacific (Ref. , ); Eastern Pacific: from the Aleutian Islands to Chile, also ; Western Atlantic: Gulf of Maine to the Gulf of Mexico and the Caribbean Sea, also  ; Eastern Atlantic . Indian Ocean .  Northwest Atlantic:  Canada . South China Sea and East China Sea .",?--?,215,150,9,,"Mainly inhabit tropical and subtropical waters; however, during the feeding period adults may migrate to the subarctic reaching as far north as Greenland, Iceland and the Bering Sea.  Epipelagic- and mesopelagic, from near the surface to below 1,000 m, sometimes approaching inshore waters.  Bathypelagic.  Mainly nocturnal.  Feeds on fishes, cephalopods, tunicates, and crustaceans.  Preyed upon by opah, sharks, albacore, yellowfin tuna, and fur seals.  Oviparous, with planktonic larvae.  Are synchronous hermaphrodites.  Occasionally consumed but of little importance due to its soft flesh.  The maximum weight given is for a 167 cm FL specimen.","Oviparous.  Gonads of adolescents are hermaphroditic, but there is no proof that the species is a functional hermaphrodite. However, further studies show that  this species is a synchronous hermaphrodite where gonads consist of clearly defined and well separated ovarian and testicular regions with no indication of sequential maturation of the sex products.",Least Concern (LC) ; Date assessed:  04 February 2009,0,30--45,0,13--18,47--52," Mouth large with two erect fangs on palatines  Dorsal fin very high, about three rays beginning with third or fourth much exerted; adipose moderate in size, over posterior part of anal insertion  Generally pale, iridescent, darker dorsally; lateral adipose keel dark; all fins dark brown or black; peritoneum black  Branchiostegal rays:  7-8.",Harmless,4.7,8.9,14.6,1772,1,,,"Very Low, minimum population doubling time more than 14 years ().",,Very high vulnerability (83 of 100) .,,de
